neighbourhood,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,135,25,2,100,t,strict,0.16
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,79,0,3,80,f,flexible,0.68
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,95,17,3,80,f,moderate,0.55
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,6,76,93,f,flexible,4.55
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,114,16,1,80,f,flexible,0.45
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,115,0,3,100,f,moderate,1.55
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,89,0,8,100,f,strict,0.26
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,85,0,7,97,f,moderate,0.66
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,3,1,2,70,4,122,94,f,moderate,4.15
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,99,13,22,99,f,moderate,5.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,49,22,3,73,f,strict,0.64
"Brookland, Brentwood, Langdon",Entire home/apt,5,1,2,79,17,5,92,f,flexible,1.72
"Brookland, Brentwood, Langdon",Entire home/apt,3,1,1,101,13,4,90,f,flexible,0.38
"Brookland, Brentwood, Langdon",Entire home/apt,6,1,2,100,12,20,84,f,strict,0.8
"Brookland, Brentwood, Langdon",Entire home/apt,3,1,2,75,0,29,97,f,strict,1.58
"Brookland, Brentwood, Langdon",Private room,2,1,1,65,7,18,99,f,strict,5.29
"Brookland, Brentwood, Langdon",Entire home/apt,2,1,1,100,3,5,92,f,moderate,2.14
"Brookland, Brentwood, Langdon",Private room,2,1,1,79,0,5,96,f,flexible,2.17
"Brookland, Brentwood, Langdon",Private room,2,1,1,65,19,25,93,f,moderate,4.29
"Brookland, Brentwood, Langdon",Entire home/apt,3,1,2,70,0,2,90,f,flexible,1.03
"Brookland, Brentwood, Langdon",Private room,2,1,2,85,0,3,93,t,strict,0.23
"Brookland, Brentwood, Langdon",Private room,2,1,1,84,0,7,100,f,moderate,0.5
"Brookland, Brentwood, Langdon",Private room,2,1,1,45,8,1,100,f,flexible,1
"Brookland, Brentwood, Langdon",Private room,2,1,2,60,22,54,90,f,strict,5
"Brookland, Brentwood, Langdon",Private room,2,1,1,67,0,18,92,f,moderate,4.54
"Brookland, Brentwood, Langdon",Entire home/apt,4,1,2,80,12,1,100,f,flexible,1
"Brookland, Brentwood, Langdon",Private room,2,1,1,72,19,23,93,f,moderate,0.83
"Brookland, Brentwood, Langdon",Private room,2,1,1,55,11,13,94,f,moderate,7.09
"Brookland, Brentwood, Langdon",Private room,2,1,1,60,23,19,82,f,moderate,3.61
"Brookland, Brentwood, Langdon",Entire home/apt,2,1,1,65,10,32,86,f,strict,2.44
"Brookland, Brentwood, Langdon",Entire home/apt,5,1,4,105,0,47,97,f,moderate,2.38
"Brookland, Brentwood, Langdon",Entire home/apt,4,1,1,84,4,1,80,t,moderate,0.34
"Brookland, Brentwood, Langdon",Entire home/apt,4,1,2,95,9,54,97,f,flexible,2.76
"Brookland, Brentwood, Langdon",Private room,2,1,1,89,0,4,100,f,strict,0.69
"Brookland, Brentwood, Langdon",Entire home/apt,5,1,2,125,30,2,90,f,strict,0.34
"Brookland, Brentwood, Langdon",Private room,2,1,2,89,0,3,93,f,strict,0.56
"Brookland, Brentwood, Langdon",Entire home/apt,4,1,2,110,4,39,95,f,moderate,6.8
"Brookland, Brentwood, Langdon",Entire home/apt,4,1,1,105,6,30,95,f,moderate,3.96
"Brookland, Brentwood, Langdon",Private room,2,1,1,65,4,57,97,f,moderate,2.97
"Woodridge, Fort Lincoln, Gateway",Private room,2,1,1,75,6,22,95,f,moderate,3.63
"Woodridge, Fort Lincoln, Gateway",Private room,1,1,1,50,19,2,100,f,strict,0.95
"Woodridge, Fort Lincoln, Gateway",Entire home/apt,3,1,1,75,0,43,87,f,strict,1.89
"Woodridge, Fort Lincoln, Gateway",Private room,1,1,1,85,30,3,100,f,flexible,0.64
"Woodridge, Fort Lincoln, Gateway",Private room,4,1,3,68,0,135,94,f,moderate,5.74
"Woodridge, Fort Lincoln, Gateway",Private room,1,1,1,43,8,1,100,f,moderate,1
"Woodridge, Fort Lincoln, Gateway",Private room,1,1,1,49,6,6,100,f,flexible,6
"Woodridge, Fort Lincoln, Gateway",Entire home/apt,4,1,2,90,0,46,96,f,moderate,2.6
"Woodridge, Fort Lincoln, Gateway",Private room,1,1,1,50,19,2,100,f,strict,0.16
"Cathedral Heights, McLean Gardens, Glover Park",Shared room,1,1,1,104,30,2,100,f,moderate,0.56
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,1,155,27,9,88,t,strict,0.22
"Cathedral Heights, McLean Gardens, Glover Park",Shared room,2,1,1,60,1,5,96,f,flexible,1.67
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,89,0,2,100,f,strict,0.61
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,55,0,1,80,t,flexible,1
"Cathedral Heights, McLean Gardens, Glover Park",Private room,4,1,1,100,0,1,100,f,flexible,0.19
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,3,185,1,3,80,f,strict,0.26
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,5,1,2,148,14,82,94,f,strict,1.99
"Cathedral Heights, McLean Gardens, Glover Park",Private room,3,1,1,69,26,18,90,t,strict,0.33
"Cathedral Heights, McLean Gardens, Glover Park",Private room,6,1,4,99,12,129,96,f,moderate,3.92
"Cathedral Heights, McLean Gardens, Glover Park",Private room,1,1,1,50,0,3,93,f,moderate,0.31
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,2,175,3,5,100,f,strict,0.98
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,150,2,1,100,f,flexible,0.67
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,79,16,3,90,f,strict,3
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,2,65,7,3,100,f,strict,0.3
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,90,20,3,93,f,strict,0.96
"Cathedral Heights, McLean Gardens, Glover Park",Private room,1,1,1,89,28,6,100,t,moderate,0.38
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,80,20,5,96,f,moderate,0.35
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,60,0,2,100,f,flexible,0.22
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,69,0,7,93,f,moderate,0.46
"Cathedral Heights, McLean Gardens, Glover Park",Private room,1,1,1,50,2,5,76,f,strict,1.35
"Cathedral Heights, McLean Gardens, Glover Park",Private room,3,1,1,57,12,1,100,f,flexible,0.71
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,90,0,4,100,f,moderate,1.32
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,6,1,4,113,15,237,93,t,strict,3.4
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,100,0,1,100,f,flexible,1
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,1,115,30,8,90,f,strict,0.48
"Cathedral Heights, McLean Gardens, Glover Park",Private room,2,1,1,69,21,8,94,t,strict,0.12
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,3,1,3,120,0,2,100,t,moderate,0.29
"Cathedral Heights, McLean Gardens, Glover Park",Private room,3,1,1,69,0,43,91,t,strict,0.64
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,3,1,2,99,25,7,97,f,flexible,0.51
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,1,95,0,13,95,f,strict,0.4
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,4,1,2,100,0,1,100,f,flexible,0.44
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,2,1,1,140,0,1,80,f,moderate,0.34
"Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,3,1,1,105,19,7,91,f,moderate,1.03
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,1,1,1,75,10,26,93,f,moderate,1.07
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,1,1,1,70,0,3,100,f,moderate,1.3
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,140,19,9,98,f,flexible,1.64
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,1,115,2,4,95,f,moderate,2.45
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,2,98,17,8,93,f,flexible,2.07
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,2,119,2,1,100,f,flexible,0.6
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,90,23,7,100,f,moderate,3.28
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,149,10,24,96,f,flexible,1.15
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,3,1,2,50,24,2,100,f,moderate,2
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,1,1,1,99,2,26,96,f,moderate,1.73
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,2,99,11,2,100,f,moderate,2
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,6,1,3,150,3,66,94,t,flexible,3.79
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,150,22,2,100,f,flexible,0.75
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,3,1,1,120,0,2,100,f,flexible,0.13
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,150,0,8,98,f,strict,0.88
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,200,11,12,95,f,moderate,1.11
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,95,0,4,95,f,strict,2.4
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,205,23,13,100,f,moderate,0.32
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,100,7,8,98,f,flexible,1.04
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,1,104,0,4,100,f,strict,2.86
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,89,0,4,100,f,moderate,0.29
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,3,1,1,125,0,8,93,f,moderate,2.09
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,4,1,2,115,28,7,97,f,moderate,1.02
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,85,0,1,100,f,flexible,0.61
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,2,1,1,125,30,11,92,f,flexible,0.92
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room,2,1,1,66,0,33,93,f,strict,2.63
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,2,169,4,4,100,f,strict,0.98
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,190,13,31,97,f,moderate,4.54
"Capitol Hill, Lincoln Park",Private room,4,1,1,120,10,88,93,f,moderate,5.06
"Capitol Hill, Lincoln Park",Private room,1,1,1,85,0,17,96,f,strict,1.56
"Capitol Hill, Lincoln Park",Private room,2,1,1,75,16,95,86,t,strict,4.69
"Capitol Hill, Lincoln Park",Private room,1,1,1,65,7,3,100,f,moderate,3
"Capitol Hill, Lincoln Park",Private room,1,1,1,58,0,7,94,f,moderate,0.35
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,150,0,44,95,f,strict,1.78
"Capitol Hill, Lincoln Park",Private room,2,1,1,100,10,17,99,f,flexible,1.22
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,140,0,5,100,f,strict,0.22
"Capitol Hill, Lincoln Park",Private room,2,1,1,80,22,1,100,f,flexible,1
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,109,20,7,89,t,moderate,3.82
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,130,16,44,96,f,moderate,1.64
"Capitol Hill, Lincoln Park",Private room,2,1,1,109,18,44,97,f,strict,2.45
"Capitol Hill, Lincoln Park",Entire home/apt,5,1,3,160,11,33,92,f,moderate,2.98
"Capitol Hill, Lincoln Park",Private room,2,1,1,80,3,122,98,f,moderate,7.29
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,115,12,63,97,f,moderate,3.19
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,140,9,5,92,f,strict,2.68
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,125,2,28,88,f,flexible,1.38
"Capitol Hill, Lincoln Park",Private room,2,1,1,90,0,6,100,f,flexible,1.1
"Capitol Hill, Lincoln Park",Private room,2,1,1,115,1,5,96,f,moderate,0.13
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,130,0,29,96,f,moderate,0.88
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,121,5,22,97,f,flexible,2.65
"Capitol Hill, Lincoln Park",Private room,3,1,1,94,1,50,95,f,flexible,5.05
"Capitol Hill, Lincoln Park",Private room,2,1,1,85,3,8,95,f,flexible,7.06
"Capitol Hill, Lincoln Park",Private room,2,1,1,114,26,12,100,f,moderate,1.41
"Capitol Hill, Lincoln Park",Private room,2,1,1,185,29,1,100,f,strict,0.31
"Capitol Hill, Lincoln Park",Private room,2,1,1,185,29,6,97,f,strict,0.33
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,125,5,123,95,f,strict,3.49
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,134,12,5,80,t,strict,1.92
"Capitol Hill, Lincoln Park",Private room,4,1,1,46,6,1,100,f,strict,1
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,125,3,3,87,f,flexible,0.68
"Capitol Hill, Lincoln Park",Entire home/apt,5,1,4,159,5,10,86,f,strict,1.42
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,175,29,2,90,f,strict,0.39
"Capitol Hill, Lincoln Park",Private room,2,1,1,109,2,18,98,f,moderate,1.57
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,135,17,99,94,f,strict,1.97
"Capitol Hill, Lincoln Park",Private room,2,1,1,70,0,74,95,f,moderate,3.35
"Capitol Hill, Lincoln Park",Private room,2,1,1,65,0,16,95,f,flexible,2.71
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,160,0,16,99,f,moderate,2.64
"Capitol Hill, Lincoln Park",Entire home/apt,6,1,3,191,3,198,96,f,moderate,4.68
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,229,30,7,100,f,moderate,1.03
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,150,12,1,100,f,strict,0.16
"Capitol Hill, Lincoln Park",Private room,2,1,1,75,16,12,92,t,strict,7.83
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,115,2,100,98,f,moderate,6.26
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,2,120,4,8,100,t,flexible,4.29
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,100,4,48,97,f,moderate,2.76
"Capitol Hill, Lincoln Park",Private room,5,1,3,180,0,3,80,f,strict,0.51
"Capitol Hill, Lincoln Park",Private room,2,1,1,95,5,56,96,f,strict,2.65
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,135,0,24,90,f,moderate,2.46
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,3,175,25,2,100,f,flexible,1.54
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,150,15,1,100,f,strict,0.08
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,125,4,45,98,f,moderate,4.18
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,128,1,61,96,f,flexible,1.28
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,2,200,0,37,93,f,strict,1.88
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,120,28,9,98,f,moderate,1.59
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,120,0,23,93,t,moderate,3.3
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,100,5,5,85,f,flexible,1.14
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,140,10,11,100,f,moderate,2.13
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,150,8,11,100,f,moderate,2.34
"Capitol Hill, Lincoln Park",Private room,1,1,1,85,0,3,100,f,strict,0.56
"Capitol Hill, Lincoln Park",Private room,1,1,1,90,0,3,100,f,moderate,0.89
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,195,23,2,100,f,strict,0.38
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,120,3,49,95,t,moderate,1.36
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,150,2,35,97,f,flexible,1.8
"Capitol Hill, Lincoln Park",Private room,4,1,2,90,12,2,100,f,flexible,1.76
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,145,17,5,100,f,moderate,0.47
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,96,0,1,100,f,strict,0.54
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,115,0,1,100,f,moderate,1
"Capitol Hill, Lincoln Park",Private room,2,1,1,100,1,104,95,f,strict,3.49
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,139,2,26,97,f,strict,0.93
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,99,3,9,96,t,moderate,4.66
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,105,4,32,97,f,moderate,3.61
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,149,14,35,97,t,moderate,6.48
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,195,8,3,93,f,strict,0.18
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,149,9,46,93,f,moderate,5.63
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,110,8,1,100,f,moderate,0.09
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,2,99,4,13,82,t,strict,3.12
"Capitol Hill, Lincoln Park",Private room,2,1,1,120,8,5,96,f,flexible,0.87
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,105,30,8,86,f,moderate,3.04
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,133,12,11,89,f,strict,0.44
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,105,0,1,100,f,strict,0.47
"Capitol Hill, Lincoln Park",Private room,1,1,1,85,0,21,99,f,flexible,1.25
"Capitol Hill, Lincoln Park",Private room,2,1,1,100,27,3,93,f,flexible,3
"Capitol Hill, Lincoln Park",Private room,2,1,2,100,15,1,80,f,flexible,1
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,90,7,76,92,f,strict,2.38
"Capitol Hill, Lincoln Park",Private room,2,1,1,110,0,1,80,f,strict,0.24
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,70,0,2,90,f,flexible,0.31
"Capitol Hill, Lincoln Park",Private room,2,1,1,70,0,2,90,f,moderate,0.86
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,150,0,12,87,f,flexible,0.79
"Capitol Hill, Lincoln Park",Private room,3,1,1,200,30,9,98,f,moderate,0.29
"Capitol Hill, Lincoln Park",Shared room,2,1,2,80,17,3,87,f,flexible,3
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,98,3,4,100,t,strict,1.33
"Capitol Hill, Lincoln Park",Private room,2,1,1,95,8,51,94,f,moderate,0.71
"Capitol Hill, Lincoln Park",Private room,2,1,1,95,1,166,93,f,moderate,5.06
"Capitol Hill, Lincoln Park",Private room,2,1,1,44,10,1,100,f,strict,1
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,2,80,0,3,80,f,strict,0.43
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,2,175,3,99,95,f,strict,2.26
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,2,175,29,1,100,f,strict,0.09
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,110,3,25,100,f,moderate,2.68
"Capitol Hill, Lincoln Park",Private room,1,1,1,100,0,37,96,f,flexible,2.04
"Capitol Hill, Lincoln Park",Private room,2,1,1,104,12,32,99,f,moderate,2.56
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,114,3,4,100,f,strict,4
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,2,125,15,1,80,f,strict,1
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,125,0,46,99,f,moderate,1.56
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,129,0,45,94,f,strict,1.05
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,150,11,24,98,t,flexible,2.13
"Capitol Hill, Lincoln Park",Entire home/apt,3,1,1,99,2,12,100,f,moderate,1.13
"Capitol Hill, Lincoln Park",Private room,1,1,1,85,7,18,100,f,moderate,1.22
"Capitol Hill, Lincoln Park",Private room,2,1,1,90,12,14,94,f,flexible,1.28
"Capitol Hill, Lincoln Park",Entire home/apt,5,1,2,175,12,53,96,f,strict,1.6
"Capitol Hill, Lincoln Park",Entire home/apt,2,1,1,100,0,4,100,f,flexible,0.56
"Capitol Hill, Lincoln Park",Private room,2,1,1,95,0,59,97,f,strict,6.04
"Capitol Hill, Lincoln Park",Private room,1,1,1,42,16,6,96,t,flexible,2.12
"Capitol Hill, Lincoln Park",Private room,2,1,1,80,0,49,96,f,flexible,4.64
"Capitol Hill, Lincoln Park",Private room,2,1,1,108,6,46,91,f,moderate,6.67
"Capitol Hill, Lincoln Park",Private room,3,1,2,90,3,167,97,f,strict,3.91
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,2,185,0,2,100,f,strict,0.22
"Capitol Hill, Lincoln Park",Private room,2,1,1,90,0,1,100,f,flexible,0.15
"Capitol Hill, Lincoln Park",Private room,2,1,1,120,0,85,94,f,strict,1.26
"Capitol Hill, Lincoln Park",Entire home/apt,4,1,1,105,5,76,96,f,strict,1.94
"Capitol Hill, Lincoln Park",Private room,2,1,1,95,11,36,94,f,strict,6.47
